ID,tid,confirmed_planet
5045,TIC 166013497,0
5046,TIC 166055300,0
5047,TIC 166064264,0
5048,TIC 267414551,1
5049,TIC 166064610,0
5050,TIC 166064748,0
5051,TIC 308098254,1
5052,TIC 237308006,0
5053,TIC 118406995,1
5054,TIC 237308403,0
5055,TIC 237308912,0
5056,TIC 407127579,1
5057,TIC 114749636,1
5058,TIC 166075919,0
5059,TIC 166076290,0
5060,TIC 369965258,1
5061,TIC 166076472,0
5062,TIC 270219048,1
5063,TIC 166085115,0
5064,TIC 166085834,0
5065,TIC 166085878,0
5066,TIC 166086376,0
5067,TIC 166087289,0
5068,TIC 166087356,0
5069,TIC 166088256,0
5070,TIC 166089540,0
5071,TIC 166126718,0
5072,TIC 43064903,1
5073,TIC 166126810,0
5074,TIC 366443576,1
5075,TIC 166126993,0
5076,TIC 166127351,0
5077,TIC 154258295,1
5078,TIC 166150713,0
5079,TIC 343019899,1
5080,TIC 166150990,0
5081,TIC 166151252,0
5082,TIC 166151413,0
5083,TIC 166175332,0
5084,TIC 296780789,1
5085,TIC 166175384,0
5086,TIC 207463542,0
5087,TIC 207465038,0
5088,TIC 131979339,1
5089,TIC 207465409,0
5090,TIC 82362447,1
5091,TIC 207466546,0
5092,TIC 207466598,0
5093,TIC 207466621,0
5094,TIC 124573851,1
5095,TIC 207466849,0
5096,TIC 207468579,0
5097,TIC 207468605,0
5098,TIC 207468665,0
5099,TIC 370133522,1
5100,TIC 207468713,0
5101,TIC 207490162,0
5102,TIC 256299213,0
5103,TIC 256298645,0
5104,TIC 258351169,0
5105,TIC 258350615,0
5106,TIC 197807043,1
5107,TIC 258350606,0
5108,TIC 436637677,1
5109,TIC 258389625,0
5110,TIC 207237016,1
5111,TIC 166175575,0
5112,TIC 166175778,0
5113,TIC 166176221,0
5114,TIC 166176546,0
5115,TIC 166176668,0
5116,TIC 166176841,0
5117,TIC 166176793,0
5118,TIC 176899385,1
5119,TIC 258700451,0
5120,TIC 258701001,0
5121,TIC 13533330,1
5122,TIC 258701096,0
5123,TIC 19451711,1
5124,TIC 258701920,0
5125,TIC 258775039,0
5126,TIC 166177270,0
5127,TIC 166177401,0
5128,TIC 379929661,1
5129,TIC 166178057,0
5130,TIC 166177621,0
5131,TIC 166178143,0
5132,TIC 166178247,0
5133,TIC 166178400,0
5134,TIC 166178421,0
5135,TIC 166178870,0
5136,TIC 166179569,0
5137,TIC 160578764,1
5138,TIC 166179695,0
5139,TIC 290348383,1
5140,TIC 166180070,0
5141,TIC 166180142,0
5142,TIC 299780329,1
5143,TIC 166180191,0
5144,TIC 389753172,1
5145,TIC 53875855,1
5146,TIC 258775460,0
5147,TIC 258776466,0
5148,TIC 130415266,1
5149,TIC 258773798,0
5150,TIC 258777301,0
5151,TIC 219332978,1
5152,TIC 258799357,0
5153,TIC 258799245,0
5154,TIC 71612483,1
5155,TIC 258799793,0
5156,TIC 35009898,1
5157,TIC 258799679,0
5158,TIC 14344979,1
5159,TIC 258799833,0
5160,TIC 232568235,1
5161,TIC 258802871,0
5162,TIC 258803480,0
5163,TIC 73540072,1
5164,TIC 258803329,0
5165,TIC 207490175,0
5166,TIC 27491137,1
5167,TIC 207491443,0
5168,TIC 445859771,1
5169,TIC 207492035,0
5170,TIC 293687315,1
5171,TIC 207492082,0
5172,TIC 399444057,1
5173,TIC 207492786,0
5174,TIC 355418639,1
5175,TIC 207493501,0
5176,TIC 165523947,1
5177,TIC 207497114,0
5178,TIC 468472950,1
5179,TIC 258803655,0
5180,TIC 366074069,1
5181,TIC 258804174,0
5182,TIC 258804335,0
5183,TIC 121966220,1
5184,TIC 258826647,0
5185,TIC 285466025,1
5186,TIC 258827113,0
5187,TIC 258826816,0
5188,TIC 258827509,0
5189,TIC 11561667,1
5190,TIC 258827801,0
5191,TIC 258830386,0
5192,TIC 258829890,0
5193,TIC 258831993,0
5194,TIC 104208182,1
5195,TIC 258830093,0
5196,TIC 258832517,0
5197,TIC 408416746,1
5198,TIC 258871359,0
5199,TIC 258873708,0
5200,TIC 228694725,1
5201,TIC 166180388,0
5202,TIC 193948394,0
5203,TIC 371188886,1
5204,TIC 193948509,0
5205,TIC 193970458,0
5206,TIC 102840239,1
5207,TIC 193971762,0
5208,TIC 437248515,1
5209,TIC 193971896,0
5210,TIC 193971913,0
5211,TIC 193972187,0
5212,TIC 406941612,1
5213,TIC 193972263,0
5214,TIC 193973535,0
5215,TIC 394357918,1
5216,TIC 193973873,0
5217,TIC 193974158,0
5218,TIC 193974207,0
5219,TIC 193974609,0
5220,TIC 193974787,0
5221,TIC 193990432,0
5222,TIC 193974867,0
5223,TIC 303317324,1
5224,TIC 193990614,0
5225,TIC 25375553,1
5226,TIC 193990302,0
5227,TIC 118586896,1
5228,TIC 193991930,0
5229,TIC 286916251,1
5230,TIC 207497984,0
5231,TIC 89020549,1
5232,TIC 207498431,0
5233,TIC 207498551,0
5234,TIC 207499202,0
5235,TIC 207499613,0
5236,TIC 230055368,1
5237,TIC 207500399,0
5238,TIC 313506357,1
5239,TIC 258874903,0
5240,TIC 258875149,0
5241,TIC 219016883,1
5242,TIC 258875115,0
5243,TIC 258875310,0
5244,TIC 120602501,1
5245,TIC 258875414,0
5246,TIC 262880065,1
5247,TIC 258918625,0
5248,TIC 336255880,1
5249,TIC 207501873,0
5250,TIC 329148988,1
5251,TIC 207502194,0
5252,TIC 345143460,1
5253,TIC 207502383,0
5254,TIC 207502432,0
5255,TIC 115771549,1
5256,TIC 207502489,0
5257,TIC 207502876,0
5258,TIC 456862677,1
5259,TIC 207502952,0
5260,TIC 173640199,1
5261,TIC 258918835,0
5262,TIC 258918831,0
5263,TIC 367858035,1
5264,TIC 258919620,0
5265,TIC 258920029,0
5266,TIC 88863718,1
5267,TIC 258921839,0
5268,TIC 14661418,1
5269,TIC 258922110,0
5270,TIC 60859922,1
5271,TIC 193992730,0
5272,TIC 162695785,1
5273,TIC 193993576,0
5274,TIC 193993796,0
5275,TIC 193995399,0
5276,TIC 193995493,0
5277,TIC 198311620,0
5278,TIC 147576037,1
5279,TIC 258922572,0
5280,TIC 405452527,1
5281,TIC 258922669,0
5282,TIC 258923466,0
5283,TIC 469782185,1
5284,TIC 258923381,0
5285,TIC 315002523,1
5286,TIC 258923873,0
5287,TIC 429791387,1
5288,TIC 258923491,0
5289,TIC 49045066,1
5290,TIC 258923893,0
5291,TIC 73433128,1
5292,TIC 258924365,0
5293,TIC 406976746,1
5294,TIC 258958036,0
5295,TIC 258958432,0
5296,TIC 259003676,0
5297,TIC 259002982,0
5298,TIC 166220082,1
5299,TIC 259005576,0
5300,TIC 387515920,1
5301,TIC 259006034,0
5302,TIC 306990399,1
5303,TIC 259006185,0
5304,TIC 381897917,1
5305,TIC 259006251,0
5306,TIC 142394656,1
5307,TIC 259039037,0
5308,TIC 423360793,1
5309,TIC 259039250,0
5310,TIC 267489265,1
5311,TIC 198312133,0
5312,TIC 198311836,0
5313,TIC 198312211,0
5314,TIC 154105890,1
5315,TIC 198312555,0
5316,TIC 458424950,1
5317,TIC 198313215,0
5318,TIC 125424836,1
5319,TIC 198313597,0
5320,TIC 198313851,0
5321,TIC 8348911,1
5322,TIC 198314169,0
5323,TIC 158561566,1
5324,TIC 198314806,0
5325,TIC 394561119,1
5326,TIC 198314832,0
5327,TIC 180607846,1
5328,TIC 198317090,0
5329,TIC 198317043,0
5330,TIC 198318335,0
5331,TIC 251852984,1
5332,TIC 290407621,1
5333,TIC 198353580,0
5334,TIC 198509261,0
5335,TIC 198509325,0
5336,TIC 198510298,0
5337,TIC 219698950,1
5338,TIC 198512088,0
5339,TIC 284747017,1
5340,TIC 207504489,0
5341,TIC 219030951,0
5342,TIC 219030990,0
5343,TIC 82452140,1
5344,TIC 219088154,0
5345,TIC 219089288,0
5346,TIC 99330090,1
5347,TIC 219090146,0
5348,TIC 219090281,0
5349,TIC 219090536,0
5350,TIC 219090581,0
5351,TIC 294176967,1
5352,TIC 219090553,0
5353,TIC 219090984,0
5354,TIC 384984325,1
5355,TIC 415976665,1
5356,TIC 219091835,0
5357,TIC 219092124,0
5358,TIC 115242351,1
5359,TIC 219092860,0
5360,TIC 152245179,1
5361,TIC 219094190,0
5362,TIC 405454160,1
5363,TIC 432132155,1
5364,TIC 198512546,0
5365,TIC 83154030,1
5366,TIC 198512685,0
5367,TIC 437329044,1
5368,TIC 198514219,0
5369,TIC 19342878,1
5370,TIC 198514308,0
5371,TIC 134537478,1
5372,TIC 198514570,0
5373,TIC 241173474,1
5374,TIC 198516314,0
5375,TIC 198536950,0
5376,TIC 259037821,0
5377,TIC 259039140,0
5378,TIC 385624852,1
5379,TIC 259039257,0
5380,TIC 20579360,1
5381,TIC 259039782,0
5382,TIC 259040335,0
5383,TIC 313675203,1
5384,TIC 259100413,0
5385,TIC 198537188,0
5386,TIC 198537196,0
5387,TIC 268405086,1
5388,TIC 198537349,0
5389,TIC 198537427,0
5390,TIC 198537575,0
5391,TIC 127476180,1
5392,TIC 198537764,0
5393,TIC 198537873,0
5394,TIC 259126839,0
5395,TIC 259126645,0
5396,TIC 47525799,1
5397,TIC 259127273,0
5398,TIC 286813592,1
5399,TIC 259126140,0
5400,TIC 453211454,1
5401,TIC 259130275,0
5402,TIC 22069559,1
5403,TIC 259130929,0
5404,TIC 92677094,1
5405,TIC 259130363,0
5406,TIC 274662200,1
5407,TIC 259166465,0
5408,TIC 259172395,0
5409,TIC 293567206,1
5410,TIC 259232022,0
5411,TIC 266023807,1
5412,TIC 259232212,0
5413,TIC 259233147,0
5414,TIC 327341626,1
5415,TIC 219095082,0
5416,TIC 219095664,0
5417,TIC 219095755,0
5418,TIC 104195270,1
5419,TIC 219095882,0
5420,TIC 470987100,1
5421,TIC 219096061,0
5422,TIC 219096147,0
5423,TIC 286561122,1
5424,TIC 219096858,0
5425,TIC 219099171,0
5426,TIC 219099369,0
5427,TIC 219099903,0
5428,TIC 219100066,0
5429,TIC 219100171,0
5430,TIC 296739893,1
5431,TIC 219100178,0
5432,TIC 219100358,0
5433,TIC 198538093,0
5434,TIC 198538099,0
5435,TIC 198538472,0
5436,TIC 198538588,0
5437,TIC 198539226,0
5438,TIC 198554264,0
5439,TIC 219100626,0
5440,TIC 248111245,1
5441,TIC 219100714,0
5442,TIC 219101208,0
5443,TIC 368713985,1
5444,TIC 219104270,0
5445,TIC 219104773,0
5446,TIC 219104580,0
5447,TIC 219104885,0
5448,TIC 47316976,1
5449,TIC 198554875,0
5450,TIC 379240073,1
5451,TIC 198557073,0
5452,TIC 372443687,1
5453,TIC 199505443,0
5454,TIC 202299495,0
5455,TIC 202299805,0
5456,TIC 202299894,0
5457,TIC 202300163,0
5458,TIC 180285396,1
5459,TIC 259171045,0
5460,TIC 273695332,1
5461,TIC 259237827,0
5462,TIC 144301052,1
5463,TIC 259238764,0
5464,TIC 314835525,1
5465,TIC 259238260,0
5466,TIC 202351925,0
5467,TIC 312548829,1
5468,TIC 202352239,0
5469,TIC 157218656,1
5470,TIC 202352993,0
5471,TIC 202352600,0
5472,TIC 443582629,1
5473,TIC 202353883,0
5474,TIC 202354658,0
5475,TIC 202356653,0
5476,TIC 202360522,0
5477,TIC 17746821,1
5478,TIC 202363886,0
5479,TIC 171160243,1
5480,TIC 202376775,0
5481,TIC 156648452,1
5482,TIC 202376813,0
5483,TIC 202377037,0
5484,TIC 16187321,1
5485,TIC 259270396,0
5486,TIC 236312126,1
5487,TIC 259270741,0
5488,TIC 151825527,1
5489,TIC 259271401,0
5490,TIC 193023697,1
5491,TIC 259272162,0
5492,TIC 250707118,1
5493,TIC 259272586,0
5494,TIC 123702439,1
5495,TIC 259272661,0
5496,TIC 264175097,0
5497,TIC 264172524,0
5498,TIC 264174817,0
5499,TIC 264175503,0
5500,TIC 264221449,0
5501,TIC 264221409,0
5502,TIC 242083025,1
5503,TIC 264222290,0
5504,TIC 219104933,0
5505,TIC 88529975,1
5506,TIC 219104971,0
5507,TIC 219105073,0
5508,TIC 405425498,1
5509,TIC 219108912,0
5510,TIC 167905035,1
5511,TIC 219108986,0
5512,TIC 219428571,0
5513,TIC 219429281,0
5514,TIC 318608749,1
5515,TIC 202379685,0
5516,TIC 166184428,1
5517,TIC 202379858,0
5518,TIC 202380276,0
5519,TIC 92352620,1
5520,TIC 202380743,0
5521,TIC 139285832,1
5522,TIC 202380879,0
5523,TIC 202381088,0
5524,TIC 363749415,1
5525,TIC 202381164,0
5526,TIC 202381210,0
5527,TIC 202381211,0
5528,TIC 202381441,0
5529,TIC 139771134,1
5530,TIC 202381829,0
5531,TIC 380589029,1
5532,TIC 202382844,0
5533,TIC 202382858,0
5534,TIC 264221307,0
5535,TIC 264222219,0
5536,TIC 68074302,1
5537,TIC 264253159,0
5538,TIC 264392298,0
5539,TIC 141616639,1
5540,TIC 267542072,0
5541,TIC 122375047,1
5542,TIC 264391731,0
5543,TIC 264392807,0
5544,TIC 312030014,1
5545,TIC 267542606,0
5546,TIC 267542959,0
5547,TIC 408203470,1
5548,TIC 267544200,0
5549,TIC 269594858,0
5550,TIC 25799609,1
5551,TIC 269661731,0
5552,TIC 269661413,0
5553,TIC 35516889,1
5554,TIC 269662274,0
5555,TIC 269661838,0
5556,TIC 269662152,0
5557,TIC 269698422,0
5558,TIC 269698397,0
5559,TIC 219429730,0
5560,TIC 52420398,1
5561,TIC 219737890,0
5562,TIC 219738202,0
5563,TIC 219739093,0
5564,TIC 157768969,1
5565,TIC 219739171,0
5566,TIC 330799746,1
5567,TIC 219739288,0
5568,TIC 119973835,1
5569,TIC 219739347,0
5570,TIC 202383114,0
5571,TIC 352924930,1
5572,TIC 202383768,0
5573,TIC 202384728,0
5574,TIC 167098530,1
5575,TIC 202385339,0
5576,TIC 269892793,1
5577,TIC 202407133,0
5578,TIC 286355915,1
5579,TIC 202407182,0
5580,TIC 202420836,0
5581,TIC 21291176,1
5582,TIC 219739842,0
5583,TIC 219739930,0
5584,TIC 152147232,1
5585,TIC 219740029,0
5586,TIC 148497855,1
5587,TIC 219740926,0
5588,TIC 434496663,1
5589,TIC 219742132,0
5590,TIC 272565987,0
5591,TIC 272566171,0
5592,TIC 272565936,0
5593,TIC 394287035,1
5594,TIC 272572465,0
5595,TIC 86280613,1
5596,TIC 272574245,0
5597,TIC 396950329,1
5598,TIC 272574221,0
5599,TIC 272574563,0
5600,TIC 161003569,1
5601,TIC 279979689,0
5602,TIC 349488688,1
5603,TIC 279979391,0
5604,TIC 159781361,1
5605,TIC 280032850,0
5606,TIC 284679064,1
5607,TIC 280033121,0
5608,TIC 280033934,0
5609,TIC 280032397,0
5610,TIC 202420264,0
5611,TIC 354594208,1
5612,TIC 202420913,0
5613,TIC 202422034,0
5614,TIC 372207328,1
5615,TIC 202422243,0
5616,TIC 196066560,1
5617,TIC 202422252,0
5618,TIC 186292194,1
5619,TIC 202423090,0
5620,TIC 219742266,0
5621,TIC 219750509,0
5622,TIC 458647887,1
5623,TIC 219750618,0
5624,TIC 219750901,0
5625,TIC 322807371,1
5626,TIC 219750936,0
5627,TIC 453452264,1
5628,TIC 219751163,0
5629,TIC 219751195,0
5630,TIC 339207847,1
5631,TIC 219751364,0
5632,TIC 6404965,1
5633,TIC 219751969,0
5634,TIC 219752116,0
5635,TIC 219752252,0
5636,TIC 5966772,1
5637,TIC 219753310,0
5638,TIC 280071220,0
5639,TIC 410554986,1
5640,TIC 280071089,0
5641,TIC 288405307,0
5642,TIC 288420187,0
5643,TIC 288421355,0
5644,TIC 288433305,0
5645,TIC 216935214,1
5646,TIC 288433148,0
5647,TIC 288433563,0
5648,TIC 288434052,0
5649,TIC 288452998,0
5650,TIC 29344935,1
5651,TIC 288453840,0
5652,TIC 288487333,0
5653,TIC 288487423,0
5654,TIC 434105094,1
5655,TIC 288488530,0
5656,TIC 288488862,0
5657,TIC 298665232,0
5658,TIC 298665865,0
5659,TIC 69068526,1
5660,TIC 298665610,0
5661,TIC 237185205,1
5662,TIC 298665977,0
5663,TIC 298735541,0
5664,TIC 122220263,1
5665,TIC 202423311,0
5666,TIC 283722336,1
5667,TIC 202424141,0
5668,TIC 418959198,1
5669,TIC 202424578,0
5670,TIC 202424719,0
5671,TIC 184679932,1
5672,TIC 202425259,0
5673,TIC 142381532,1
5674,TIC 202425262,0
5675,TIC 202425393,0
5676,TIC 219754475,0
5677,TIC 470381900,1
5678,TIC 219754931,0
5679,TIC 219754975,0
5680,TIC 238317637,1
5681,TIC 219754703,0
5682,TIC 341419787,1
5683,TIC 219755088,0
5684,TIC 99224131,1
5685,TIC 219755102,0
5686,TIC 219755365,0
5687,TIC 158588995,1
5688,TIC 316258535,0
5689,TIC 316258047,0
5690,TIC 193220940,1
5691,TIC 316275438,0
5692,TIC 384159646,1
5693,TIC 316259802,0
5694,TIC 316275523,0
5695,TIC 349088467,1
5696,TIC 316275758,0
5697,TIC 316275821,0
5698,TIC 355509914,1
5699,TIC 219755588,0
5700,TIC 219755626,0
5701,TIC 219755791,0
5702,TIC 219756068,0
5703,TIC 219756138,0
5704,TIC 219757430,0
5705,TIC 219757469,0
5706,TIC 219757587,0
5707,TIC 144440290,1
5708,TIC 219758120,0
5709,TIC 219758187,0
5710,TIC 219759451,0
5711,TIC 219760573,0
5712,TIC 237332812,1
5713,TIC 219760761,0
5714,TIC 401604346,1
5715,TIC 219761293,0
5716,TIC 219761348,0
5717,TIC 21549805,1
5718,TIC 219761807,0
5719,TIC 219761825,0
5720,TIC 219762225,0
5721,TIC 392064198,1
5722,TIC 219762379,0
5723,TIC 236445129,1
5724,TIC 219762237,0
5725,TIC 202425730,0
5726,TIC 284206913,1
5727,TIC 202426312,0
5728,TIC 198512478,1
5729,TIC 202427220,0
5730,TIC 202427288,0
5731,TIC 144138509,1
5732,TIC 202427688,0
5733,TIC 316275963,0
5734,TIC 143410850,1
5735,TIC 259701242,1
5736,TIC 316331471,0
5737,TIC 316332925,0
5738,TIC 316384809,0
5739,TIC 301160638,1
5740,TIC 316413282,0
5741,TIC 316413407,0
5742,TIC 156075294,1
5743,TIC 202427957,0
5744,TIC 40954422,1
5745,TIC 202428417,0
5746,TIC 202439632,0
5747,TIC 202439736,0
5748,TIC 168699373,1
5749,TIC 202439857,0
5750,TIC 387527558,1
5751,TIC 202439936,0
5752,TIC 316417885,0
5753,TIC 322054600,1
5754,TIC 316418090,0
5755,TIC 34551972,1
5756,TIC 320473367,0
5757,TIC 156172268,1
5758,TIC 320473880,0
5759,TIC 320497900,0
5760,TIC 320499793,0
5761,TIC 289535142,1
5762,TIC 320500512,0
5763,TIC 296737508,1
5764,TIC 320500531,0
5765,TIC 320501933,0
5766,TIC 131081852,1
5767,TIC 320502440,0
5768,TIC 231630147,1
5769,TIC 320502850,0
5770,TIC 320506144,0
5771,TIC 320525316,0
5772,TIC 320525755,0
5773,TIC 52204645,1
5774,TIC 329173590,0
5775,TIC 184240683,1
5776,TIC 329249069,0
5777,TIC 329246935,0
5778,TIC 329248002,0
5779,TIC 329250464,0
5780,TIC 290403522,1
5781,TIC 329247061,0
5782,TIC 122629761,1
5783,TIC 332475375,0
5784,TIC 332475404,0
5785,TIC 284688043,1
5786,TIC 332475874,0
5787,TIC 332476910,0
5788,TIC 101643582,1
5789,TIC 332478380,0
5790,TIC 332504630,0
5791,TIC 17416749,1
5792,TIC 333732932,0
5793,TIC 390651552,1
5794,TIC 333733040,0
5795,TIC 333732901,0
5796,TIC 285666479,1
5797,TIC 333783634,0
5798,TIC 219762620,0
5799,TIC 357972447,1
5800,TIC 219763122,0
5801,TIC 330332501,1
5802,TIC 219763205,0
5803,TIC 219765652,0
5804,TIC 219765931,0
5805,TIC 17005768,1
5806,TIC 219766348,0
5807,TIC 202441007,0
5808,TIC 398943781,1
5809,TIC 202441049,0
5810,TIC 252616865,1
5811,TIC 202442573,0
5812,TIC 96170689,1
5813,TIC 202442982,0
5814,TIC 202443811,0
5815,TIC 202444256,0
5816,TIC 249812036,1
5817,TIC 202444553,0
5818,TIC 333805063,0
5819,TIC 161169240,1
5820,TIC 333805564,0
5821,TIC 134200185,1
5822,TIC 333868181,0
5823,TIC 190496853,1
5824,TIC 334518842,0
5825,TIC 36734222,1
5826,TIC 335966219,0
5827,TIC 336006777,0
5828,TIC 202444310,0
5829,TIC 202444594,0
5830,TIC 289793076,1
5831,TIC 202444813,0
5832,TIC 201660996,1
5833,TIC 202445414,0
5834,TIC 140068425,1
5835,TIC 202466467,0
5836,TIC 202466623,0
5837,TIC 218483943,1
5838,TIC 202466788,0
5839,TIC 219771660,0
5840,TIC 219771690,0
5841,TIC 219772712,0
5842,TIC 219772714,0
5843,TIC 219773223,0
5844,TIC 219773318,0
5845,TIC 219773853,0
5846,TIC 336007244,0
5847,TIC 336006563,0
5848,TIC 9136777,1
5849,TIC 336007791,0
5850,TIC 393633044,1
5851,TIC 336007350,0
5852,TIC 180652891,1
5853,TIC 336007738,0
5854,TIC 341840776,0
5855,TIC 335540507,1
5856,TIC 341870402,0
5857,TIC 429358906,1
5858,TIC 219773961,0
5859,TIC 277890574,1
5860,TIC 219774920,0
5861,TIC 288612903,1
5862,TIC 219775609,0
5863,TIC 219776641,0
5864,TIC 115524421,1
5865,TIC 219776694,0
5866,TIC 219776919,0
5867,TIC 73448352,1
5868,TIC 219777120,0
5869,TIC 455737331,1
5870,TIC 219777482,0
5871,TIC 16740101,1
5872,TIC 219779380,0
5873,TIC 121560868,1
5874,TIC 219779729,0
5875,TIC 240989628,1
5876,TIC 219779787,0
5877,TIC 219779911,0
5878,TIC 219780306,0
5879,TIC 81247740,1
5880,TIC 219780528,0
5881,TIC 284738182,1
5882,TIC 202467195,0
5883,TIC 190986054,1
5884,TIC 202467661,0
5885,TIC 202468171,0
5886,TIC 151959065,1
5887,TIC 202468753,0
5888,TIC 166242494,1
5889,TIC 202469006,0
5890,TIC 202469097,0
5891,TIC 29106627,1
5892,TIC 341871185,0
5893,TIC 341871585,0
5894,TIC 353734774,0
5895,TIC 353732913,0
5896,TIC 1525480,1
5897,TIC 353735240,0
5898,TIC 353735596,0
5899,TIC 380886535,1
5900,TIC 202469148,0
5901,TIC 202469175,0
5902,TIC 202489338,0
5903,TIC 202490118,0
5904,TIC 35315453,1
5905,TIC 202490203,0
5906,TIC 202490649,0
5907,TIC 202491234,0
5908,TIC 219780871,0
5909,TIC 244170332,1
5910,TIC 219785789,0
5911,TIC 219785826,0
5912,TIC 271900960,1
5913,TIC 219785890,0
5914,TIC 219786184,0
5915,TIC 470653603,1
5916,TIC 219787696,0
5917,TIC 219788712,0
5918,TIC 120585579,1
5919,TIC 219788401,0
5920,TIC 347011522,1
5921,TIC 219789227,0
5922,TIC 219790149,0
5923,TIC 219164808,1
5924,TIC 219790151,0
5925,TIC 219790345,0
5926,TIC 262736264,1
5927,TIC 219791033,0
5928,TIC 416624606,1
5929,TIC 219791066,0
5930,TIC 122485078,1
5931,TIC 260761464,1
5932,TIC 219791669,0
5933,TIC 219792104,0
5934,TIC 422838133,1
5935,TIC 219792161,0
5936,TIC 126797048,1
5937,TIC 219792330,0
5938,TIC 219793006,0
5939,TIC 219793020,0
5940,TIC 389525208,1
5941,TIC 219794517,0
5942,TIC 219795029,0
5943,TIC 219795086,0
5944,TIC 380836882,1
5945,TIC 219795119,0
5946,TIC 219795383,0
5947,TIC 219796429,0
5948,TIC 202504058,0
5949,TIC 202504105,0
5950,TIC 317060587,1
5951,TIC 202505095,0
5952,TIC 202505705,0
5953,TIC 9100874,1
5954,TIC 202506370,0
5955,TIC 13737885,1
5956,TIC 202506973,0
5957,TIC 202507151,0
5958,TIC 202508801,0
5959,TIC 202509016,0
5960,TIC 202509450,0
5961,TIC 158025009,1
5962,TIC 202509019,0
5963,TIC 202509979,0
5964,TIC 219003079,0
5965,TIC 219003373,0
5966,TIC 219003496,0
5967,TIC 219003568,0
5968,TIC 22529346,1
5969,TIC 219003735,0
5970,TIC 219003942,0
5971,TIC 219004281,0
5972,TIC 16920150,1
5973,TIC 219004896,0
5974,TIC 219005572,0
5975,TIC 219005651,0
5976,TIC 192969211,1
5977,TIC 219005778,0
5978,TIC 1103432,1
5979,TIC 219006186,0
5980,TIC 141205978,1
5981,TIC 219007757,0
5982,TIC 219008314,0
5983,TIC 219008684,0
5984,TIC 165827520,1
5985,TIC 219008808,0
5986,TIC 219009008,0
5987,TIC 219009118,0
5988,TIC 219009677,0
5989,TIC 219010458,0
5990,TIC 219010551,0
5991,TIC 219011057,0
5992,TIC 219011085,0
5993,TIC 206352378,1
5994,TIC 219011645,0
5995,TIC 382419744,1
5996,TIC 219011702,0
5997,TIC 219012901,0
5998,TIC 219012849,0
5999,TIC 2758565,1
6000,TIC 219013038,0
6001,TIC 118327550,1
6002,TIC 219013298,0
6003,TIC 320417762,1
6004,TIC 219013711,0
6005,TIC 219014771,0
6006,TIC 219015187,0
6007,TIC 219015973,0
6008,TIC 219016431,0
6009,TIC 376524552,1
6010,TIC 219017213,0
6011,TIC 219017542,0
6012,TIC 87090944,1
6013,TIC 219018221,0
6014,TIC 317252733,1
6015,TIC 219018726,0
6016,TIC 420803693,1
6017,TIC 219018769,0
6018,TIC 277833995,1
6019,TIC 219018841,0
6020,TIC 219019035,0
6021,TIC 68035559,1
6022,TIC 219019294,0
6023,TIC 66783360,1
6024,TIC 219019501,0
6025,TIC 241040309,1
6026,TIC 219019757,0
6027,TIC 432078760,1
6028,TIC 219458481,0
6029,TIC 219460569,0
6030,TIC 455096220,1
6031,TIC 219730531,0
6032,TIC 219731017,0
6033,TIC 219731552,0
6034,TIC 219732246,0
6035,TIC 219733044,0
6036,TIC 219733709,0
6037,TIC 219734093,0
6038,TIC 168405330,1
6039,TIC 224306893,0
6040,TIC 224307523,0
6041,TIC 224307602,0
6042,TIC 224307930,0
6043,TIC 128449971,1
6044,TIC 224308175,0
6045,TIC 224308601,0
6046,TIC 355096431,1
6047,TIC 224309126,0
6048,TIC 204671232,1
6049,TIC 357102127,0
6050,TIC 357307129,0
6051,TIC 357306983,0
6052,TIC 357307137,0
6053,TIC 21755546,1
6054,TIC 357317203,0
6055,TIC 357317426,0
6056,TIC 357317802,0
6057,TIC 357318014,0
6058,TIC 207077681,1
6059,TIC 357318042,0
6060,TIC 357343852,0
6061,TIC 180145006,1
6062,TIC 357343876,0
6063,TIC 155001079,1
6064,TIC 357344800,0
6065,TIC 357344668,0
6066,TIC 357345482,0
6067,TIC 357345626,0
6068,TIC 357346045,0
6069,TIC 154014059,1
6070,TIC 357345411,0
6071,TIC 106402532,1
6072,TIC 357687621,0
6073,TIC 456305193,1
6074,TIC 357687777,0
6075,TIC 112115898,1
6076,TIC 358748902,0
6077,TIC 358750779,0
6078,TIC 377304435,1
6079,TIC 358752661,0
6080,TIC 358752505,0
6081,TIC 358764832,0
6082,TIC 358766063,0
6083,TIC 189620016,1
6084,TIC 358766254,0
6085,TIC 358766451,0
6086,TIC 139198430,1
6087,TIC 359056259,0
6088,TIC 299897516,1
6089,TIC 359113865,0
6090,TIC 212957629,1
6091,TIC 270468559,1
6092,TIC 359117310,0
6093,TIC 359119433,0
6094,TIC 359119663,0
6095,TIC 98613492,1
6096,TIC 359119527,0
6097,TIC 9033144,1
6098,TIC 359119757,0
6099,TIC 251848941,1
6100,TIC 359120263,0
6101,TIC 293607057,1
6102,TIC 359120498,0
6103,TIC 359121282,0
6104,TIC 98662211,1
6105,TIC 359121055,0
6106,TIC 359122056,0
6107,TIC 359122368,0
6108,TIC 6663331,1
6109,TIC 359123294,0
6110,TIC 224279091,1
6111,TIC 359148984,0
6112,TIC 347332255,1
6113,TIC 359148476,0
6114,TIC 359148768,0
6115,TIC 174599051,1
6116,TIC 359148676,0
6117,TIC 180991313,1
6118,TIC 359161427,0
6119,TIC 359162647,0
